county,state,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,mean_2010,mean_2011,mean_2012,mean_2013,mean_2014,mean_2015,mean_2016,mean_2017,mean_2018,mean_2019
burlington county,NJ,Philadelphia-Camden-Wilmington,34,5,145,250758.29166666666,227200.0,217300.0,211924.91666666666,216891.58333333334,213484.08333333334,207525.0,206995.79166666666,224102.58333333334,221122.25
tulare county,CA,Visalia-Porterville,6,107,146,158579.16666666666,138198.16666666666,147775.0,177800.20833333334,206612.375,221114.5,240862.0,247155.70833333334,258567.125,261500.0
lucas county,OH,Toledo,39,95,147,94825.0,94825.0,94825.0,94825.0,97579.16666666667,106716.58333333333,114683.33333333333,113866.66666666667,117350.0,114423.75
adams county,CO,Denver-Aurora-Lakewood,8,1,148,184912.5,179602.91666666666,189262.33333333334,230126.66666666666,261582.91666666666,302159.125,325001.0,351153.5416666667,370013.3333333333,374950.0
east baton rouge parish,LA,Baton Rouge,22,33,149,184425.0,171233.29166666666,167099.95833333334,175612.5,186566.66666666666,202000.0,207124.95833333334,212350.29166666666,223275.0,228665.0
virginia beach city,VA,Virginia Beach-Norfolk-Newport News,51,810,150,256337.5,245525.0,244850.0,253337.5,266045.8333333333,277863.8333333333,280883.3333333333,283735.5833333333,299729.0833333333,304950.0
york county,PA,York-Hanover,42,133,151,200742.375,200742.375,200742.375,200742.375,200742.375,197423.91666666666,210135.16666666666,222643.08333333334,234326.625,235950.0
jefferson parish,LA,New Orleans-Metairie,22,51,152,179400.0,168216.66666666666,159250.0,165783.33333333334,164358.33333333334,163075.0,182866.66666666666,200725.0,221191.66666666666,229000.0
knox county,TN,Knoxville,47,93,153,168593.625,162916.66666666666,155166.66666666666,158433.33333333334,167741.66666666666,184249.91666666666,197096.875,221962.5,235867.29166666666,236253.75
polk county,IA,Des Moines-West Des Moines,19,153,154,153550.0,147365.16666666666,146666.66666666666,144712.45833333334,150170.83333333334,158229.16666666666,180118.66666666666,209312.5,219666.66666666666,217250.0
genesee county,MI,Flint,26,49,155,83650.29166666667,67645.0,61350.0,71683.33333333333,94766.66666666667,106295.83333333333,114933.33333333333,134383.33333333334,150125.0,139900.0
clark county,WA,Portland-Vancouver-Hillsboro,53,11,156,235291.66666666666,216862.5,221653.875,249962.5,276045.8333333333,295208.3333333333,325543.8333333333,382034.5833333333,407308.7916666667,419000.0
santa barbara county,CA,Santa Maria-Santa Barbara,6,83,157,795722.2222222222,795722.2222222222,795722.2222222222,795722.2222222222,711951.25,764333.3333333334,836366.625,917369.7916666666,887186.0833333334,869450.0
seminole county,FL,Orlando-Kissimmee-Sanford,12,117,158,172807.625,163665.83333333334,157437.04166666666,193748.29166666666,209270.83333333334,235378.75,254012.5,283350.0,300224.5416666667,294250.0
williamson county,TX,Austin-Round Rock,48,491,159,189000.58333333334,188279.33333333334,198882.54166666666,227572.95833333334,269312.9583333333,294599.75,297270.5416666667,306472.125,302322.25,299450.0
washoe county,NV,Reno,32,31,160,201332.5,173781.875,188295.75,241454.16666666666,286941.25,327629.1666666667,349214.25,385337.0833333333,416536.3333333333,418450.0
monterey county,CA,Salinas,6,53,161,599994.4444444445,599994.4444444445,599994.4444444445,738216.1666666666,681232.5,673577.9166666666,721049.5,757986.375,766741.6666666666,748970.0
solano county,CA,Vallejo-Fairfield,6,95,162,316916.6666666667,316916.6666666667,316916.6666666667,316916.6666666667,338227.9166666667,371079.1666666667,401487.4583333333,423732.3333333333,446316.5833333333,440722.0
mobile county,AL,Mobile,1,97,163,139397.5,135125.0,128512.08333333333,137476.95833333334,146291.66666666666,149381.16666666666,147354.91666666666,154958.41666666666,159092.625,151725.0
berks county,PA,Reading,42,11,164,169369.0,162713.41666666666,155383.33333333334,152322.33333333334,159453.91666666666,164070.83333333334,175229.08333333334,181778.66666666666,196407.08333333334,198175.0
cameron county,TX,Brownsville-Harlingen,48,61,165,177391.66666666666,177845.83333333334,172629.16666666666,176174.58333333334,173351.25,178375.0,174437.5,176487.16666666666,185991.66666666666,185000.0
prince william county,VA,Washington-Arlington-Alexandria,51,153,166,291002.875,296444.0833333333,328286.0416666667,354028.75,360861.25,372304.125,383157.0833333333,398707.4166666667,406823.2916666667,407947.5
hillsborough county,NH,Manchester-Nashua,33,11,167,247879.16666666666,234466.66666666666,231575.0,241437.5,250662.5,258425.0,272516.6666666667,299349.2083333333,304462.375,304625.0
dakota county,MN,Minneapolis-St. Paul-Bloomington,27,37,168,198266.66666666666,177667.04166666666,189575.0,223600.0,247194.66666666666,264190.75,274320.4166666667,299207.9166666667,324916.75,349624.5
ada county,ID,Boise City,16,1,169,166874.91666666666,159333.95833333334,177664.04166666666,208413.75,216987.70833333334,249290.79166666666,264872.1666666667,294659.0,341465.3333333333,361695.0
waukesha county,WI,Milwaukee-Waukesha-West Allis,55,133,170,278675.0,257710.375,246620.83333333334,245016.66666666666,270714.75,307095.8333333333,333373.3333333333,342470.4166666667,346495.3333333333,375200.0
richland county,SC,Columbia,45,79,171,153999.91666666666,145983.33333333334,145764.83333333334,155786.75,160729.91666666666,167382.41666666666,178358.0,191515.54166666666,211153.29166666666,214860.0
pulaski county,AR,Little Rock-North Little Rock-Conway,5,119,172,165033.33333333334,159385.41666666666,161416.66666666666,155200.0,155770.83333333334,159908.33333333334,161017.45833333334,169616.66666666666,181016.66666666666,178950.0
sarasota county,FL,North Port-Sarasota-Bradenton,12,115,173,241983.33333333334,225474.08333333334,232808.25,254552.5,267719.5833333333,299702.7083333333,306928.0833333333,338698.0833333333,342020.0416666667,339700.0
clackamas county,OR,Portland-Vancouver-Hillsboro,41,5,174,322128.25,285066.3333333333,291605.2916666667,331947.4166666667,349203.75,378383.0416666667,412378.8333333333,456176.25,472271.5,479927.5
pinal county,AZ,Phoenix-Mesa-Scottsdale,4,21,175,106552.75,99750.0,129313.75,159499.08333333334,173240.0,182116.66666666666,193400.58333333334,208389.95833333334,225304.375,231995.0
stark county,OH,Canton-Massillon,39,151,176,115925.0,114375.0,110579.16666666667,113408.29166666667,119720.91666666667,123858.33333333333,130535.41666666667,134845.83333333334,143954.16666666666,143400.0
orange county,NY,New York-Newark-Jersey City,36,71,177,275558.3333333333,266200.0,254429.16666666666,254112.5,257974.875,253495.83333333334,248187.5,260829.16666666666,278908.3333333333,279450.0
butler county,OH,Cincinnati,39,17,178,154304.16666666666,144587.5,143168.75,147304.125,160704.16666666666,172023.75,176628.66666666666,186240.0,206327.16666666666,209900.0
mercer county,NJ,Trenton,34,21,179,252756.08333333334,237599.91666666666,228575.20833333334,227370.0,228979.04166666666,232908.25,231461.33333333334,238123.375,253216.58333333334,244947.5
westmoreland county,PA,Pittsburgh,42,129,180,137420.83333333334,138691.66666666666,140991.66666666666,140128.75,139680.75,143866.66666666666,138537.5,139658.25,146145.83333333334,143100.0
saint charles county,MO,St. Louis,29,183,181,196675.0,187838.33333333334,191125.0,197095.91666666666,207875.0,216841.66666666666,231129.16666666666,246173.75,255537.25,259900.0
allen county,IN,Fort Wayne,18,3,182,110307.70833333333,113125.41666666667,110932.29166666667,110845.83333333333,112066.66666666667,119529.16666666667,136470.83333333334,163629.16666666666,164504.16666666666,164900.0
lane county,OR,Eugene,41,39,183,237633.33333333334,215325.0,201860.41666666666,230262.5,232937.08333333334,244150.0,264029.1666666667,285866.6666666667,302891.6666666667,299450.0
forsyth county,NC,Winston-Salem,37,67,184,153808.33333333334,144694.58333333334,145237.45833333334,148400.0,155119.58333333334,158424.125,167715.83333333334,180490.29166666666,191416.0,196650.0
charleston county,SC,Charleston-North Charleston,45,19,185,338470.8333333333,307595.8333333333,346220.0,366067.2916666667,387786.125,393257.2916666667,413794.0833333333,431556.625,432356.4583333333,422500.0
lehigh county,PA,Allentown-Bethlehem-Easton,42,77,186,184922.0,174515.83333333334,168695.83333333334,170433.33333333334,176783.29166666666,182999.91666666666,196314.79166666666,213316.66666666666,231362.875,225000.0
placer county,CA,Sacramento--Roseville--Arden-Arcade,6,61,187,322840.8333333333,288002.7083333333,334636.2916666667,417751.0416666667,441665.4166666667,454677.2083333333,494657.2916666667,508263.2916666667,525131.2083333334,527950.0
washtenaw county,MI,Ann Arbor,26,161,188,186204.125,180414.375,183233.33333333334,203691.66666666666,216970.83333333334,235703.33333333334,261795.04166666666,288429.1666666667,315427.1666666667,324950.0
orleans parish,LA,New Orleans-Metairie,22,71,189,321142.85714285716,321142.85714285716,321142.85714285716,321142.85714285716,321142.85714285716,321142.85714285716,321142.85714285716,307483.875,325332.2916666667,325000.0
nueces county,TX,Corpus Christi,48,355,190,166464.79166666666,161929.16666666666,167249.04166666666,174452.08333333334,198714.58333333334,210213.08333333334,219404.16666666666,219737.04166666666,221831.58333333334,218750.0
hamilton county,TN,Chattanooga,47,65,191,175220.83333333334,163158.29166666666,169550.0,178458.33333333334,184991.66666666666,205395.83333333334,221208.25,240975.0,260495.95833333334,268425.0
madison county,AL,Huntsville,1,89,192,195620.83333333334,181808.33333333334,176775.0,184267.83333333334,182292.58333333334,185542.75,199066.91666666666,218017.5,241146.91666666666,244134.5
marion county,FL,Ocala,12,83,193,137845.83333333334,124929.16666666667,126316.66666666667,130941.25,137645.83333333334,165350.0,173064.58333333334,178554.16666666666,190781.66666666666,196400.0
anoka county,MN,Minneapolis-St. Paul-Bloomington,27,3,194,179945.83333333334,152016.66666666666,161934.875,188879.16666666666,211374.04166666666,230373.91666666666,244166.66666666666,263329.375,291652.375,317445.0
somerset county,NJ,New York-Newark-Jersey City,34,35,195,401922.0,376350.0,369700.0,373016.2083333333,387475.0,409995.0,442670.8333333333,465214.25,472466.6666666667,449450.0
manatee county,FL,North Port-Sarasota-Bradenton,12,81,196,208555.79166666666,193573.25,192872.95833333334,230570.375,263202.0416666667,285136.4583333333,305490.75,325450.0,329621.1666666667,330472.75
collier county,FL,Naples-Immokalee-Marco Island,12,21,197,299900.0,299900.0,314511.0416666667,345816.6666666667,399066.6666666667,446596.6666666667,456484.625,441022.9166666667,412035.6666666667,417000.0
luzerne county,PA,Scranton--Wilkes-Barre--Hazleton,42,79,198,117154.16666666667,125708.33333333333,126850.0,120825.0,122750.0,125066.66666666667,118245.83333333333,122420.54166666667,133670.75,129900.0
cumberland county,NC,Fayetteville,37,51,199,145488.63636363635,145488.63636363635,145488.63636363635,145488.63636363635,145488.63636363635,144987.5,141470.83333333334,145708.25,150739.5,159000.0
saint louis city,MO,St. Louis,29,510,200,131791.625,116450.0,107391.66666666667,120358.33333333333,121729.0,126941.66666666667,133216.58333333334,143575.0,148466.66666666666,141900.0
chesterfield county,VA,Richmond,51,41,201,221581.25,206541.66666666666,203176.66666666666,220622.0,231964.58333333334,253739.08333333334,286808.75,310219.75,322767.7083333333,333610.0
marion county,OR,Salem,41,47,202,196943.75,178191.66666666666,163925.0,180752.08333333334,199418.75,215854.08333333334,237891.66666666666,262083.33333333334,300133.3333333333,309950.0
brazoria county,TX,Houston-The Woodlands-Sugar Land,48,39,203,172996.04166666666,168748.75,172420.125,187152.25,209904.91666666666,246751.04166666666,259949.79166666666,266659.1666666667,271041.875,268500.0
loudoun county,VA,Washington-Arlington-Alexandria,51,107,204,429985.8333333333,451739.9166666667,476428.0833333333,511439.6666666667,513462.125,518275.7083333333,535747.9166666666,578330.5,580096.25,577544.5
rockland county,NY,New York-Newark-Jersey City,36,87,205,428660.0,394853.75,390529.125,395249.9166666667,399950.0,418087.5,434491.25,451441.125,481620.8333333333,484450.0
bell county,TX,Killeen-Temple,48,27,206,137079.16666666666,139218.91666666666,146978.16666666666,150700.0,157831.66666666666,164021.29166666666,161874.58333333334,172892.16666666666,182724.95833333334,189625.0
mchenry county,IL,Chicago-Naperville-Elgin,17,111,207,223757.125,192087.5,180737.08333333334,189305.20833333334,207820.41666666666,221581.25,231703.75,239007.5,246758.33333333334,249900.0
henrico county,VA,Richmond,51,87,208,206406.875,185265.41666666666,189791.04166666666,205099.08333333334,221215.875,240573.08333333334,267237.125,284686.25,296179.0833333333,290275.0
davis county,UT,Ogden-Clearfield,49,11,209,219483.33333333334,201382.5,206866.66666666666,222200.0,237908.29166666666,273490.8333333333,291333.2916666667,314658.3333333333,343332.0833333333,369922.5
albany county,NY,Albany-Schenectady-Troy,36,1,210,223653.20833333334,219816.66666666666,224494.79166666666,226979.16666666666,232004.16666666666,229216.66666666666,223805.0,231166.5,242069.83333333334,249449.75
lorain county,OH,Cleveland-Elyria,39,93,211,134479.16666666666,133315.83333333334,139567.95833333334,135047.41666666666,143465.0,143448.75,149495.41666666666,160741.54166666666,173163.66666666666,172445.0
larimer county,CO,Fort Collins,8,69,212,260678.75,243659.125,247266.66666666666,274737.0,306593.125,350267.9166666667,372940.75,392907.125,415086.25,412437.5
northampton county,PA,Allentown-Bethlehem-Easton,42,95,213,220520.75,201935.41666666666,187195.83333333334,182718.75,188841.66666666666,206074.95833333334,213791.66666666666,239891.66666666666,243035.33333333334,235000.0
escambia county,FL,Pensacola-Ferry Pass-Brent,12,33,214,157738.91666666666,149259.16666666666,149220.83333333334,153525.0,159322.41666666666,158678.875,177290.83333333334,202869.79166666666,232489.79166666666,234900.0
dutchess county,NY,New York-Newark-Jersey City,36,27,215,304320.8333333333,285663.4166666667,273290.0,275800.625,273239.0833333333,269915.9166666667,270083.3333333333,293828.0416666667,320245.8333333333,324950.0
lake county,FL,Orlando-Kissimmee-Sanford,12,69,216,165850.0,148752.5,149141.20833333334,168495.66666666666,185640.83333333334,202586.875,220703.75,236167.5,250203.125,254850.0
fayette county,KY,Lexington-Fayette,21,67,217,172141.66666666666,169185.41666666666,168204.16666666666,167450.0,175845.83333333334,188216.25,210424.75,243322.0,249158.125,249900.0
winnebago county,IL,Rockford,17,201,218,126124.58333333333,107987.45833333333,99072.91666666667,91725.0,94745.75,101133.33333333333,108702.83333333333,111337.5,120064.58333333333,118225.0
rockingham county,NH,Boston-Cambridge-Newton,33,15,219,289928.6666666667,272716.4583333333,276416.6666666667,287483.3333333333,300600.0,323387.4583333333,349018.0833333333,369695.8333333333,387850.0,394050.0
boulder county,CO,Boulder,8,13,220,391545.8333333333,369341.6666666667,382050.0,408699.0416666667,441764.4583333333,485787.0,530387.0833333334,568216.9583333334,591691.4166666666,580000.0
anchorage borough,AK,Anchorage,2,20,221,272595.8333333333,271466.6666666667,269000.0,284366.6666666667,294341.6666666667,311566.6666666667,318395.8333333333,308683.3333333333,312275.0,309500.0
galveston county,TX,Houston-The Woodlands-Sugar Land,48,167,222,180600.0,178875.54166666666,180715.20833333334,196794.16666666666,220563.58333333334,254146.16666666666,266744.5833333333,278421.3333333333,277895.4583333333,269900.0
gloucester county,NJ,Philadelphia-Camden-Wilmington,34,15,223,221541.66666666666,201398.45833333334,189435.70833333334,185854.16666666666,187549.83333333334,187339.5,188470.83333333334,184449.95833333334,187370.91666666666,184450.0
howard county,MD,Baltimore-Columbia-Towson,24,27,224,412791.6666666667,397843.0833333333,420724.1666666667,446480.2916666667,448907.5,434765.4166666667,447805.4166666667,466304.375,498435.8333333333,491950.0
